GISJOIN,YEAR,REGION,REGIONA,DIVISION,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUB,COUSUBA,PLACE,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHH,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSA,CBSAA,CSA,CSAA,METDIV,METDIVA,NECTA,NECTAA,CNECTA,CNECTAA,NECTADIV,NECTADIVA,UA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELM,SDELMA,SDSEC,SDSECA,SDUNI,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,UEPE001,UEQE001,UEQE002,UEQE003,UEQE004,UEQE005,UEQE006,UEQE007,UEQE008,UEQE009,UEQE010,UEZE001,UEZE002,UEZE003,UGSE001,UGSE002,UGSE003,UGSE004,UGSE005,UGSE006,UGSE007,UGSE008,UGSE009,UGSE010,UGSE011,UGSE012,UGSE013,UGSE014,UGSE015,UGSE016,UGSE017,UGSE018,UGSE019,UGSE020,UGSE021,UGSE022,UGSE023,UGSE024,UGSE025,UG7E001,UG7E002,UG7E003,UG7E004,UG7E005,UG7E006,UG7E007,UG7E008,UILE001,UJAE001,UJ8E001,UJ8E002,UJ8E003,UJ8E004,UJ8E005,UJ8E006,UJ8E007,NAME_M,UEPM001,UEQM001,UEQM002,UEQM003,UEQM004,UEQM005,UEQM006,UEQM007,UEQM008,UEQM009,UEQM010,UEZM001,UEZM002,UEZM003,UGSM001,UGSM002,UGSM003,UGSM004,UGSM005,UGSM006,UGSM007,UGSM008,UGSM009,UGSM010,UGSM011,UGSM012,UGSM013,UGSM014,UGSM015,UGSM016,UGSM017,UGSM018,UGSM019,UGSM020,UGSM021,UGSM022,UGSM023,UGSM024,UGSM025,UG7M001,UG7M002,UG7M003,UG7M004,UG7M005,UG7M006,UG7M007,UG7M008,UILM001,UJAM001,UJ8M001,UJ8M002,UJ8M003,UJ8M004,UJ8M005,UJ8M006,UJ8M007
"G3500590","2009-2013",,,,,"New Mexico","35","Union County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, New Mexico",4458,4458,3431,95,86,6,0,685,155,26,129,4458,2668,1790,3129,32,0,0,7,9,13,6,11,6,32,60,83,155,170,127,908,240,193,420,126,310,203,11,7,3987,107,368,292,293,390,199,2338,0.3970,18472,3624,1775,1775,1682,93,0,1849,"Union County, New Mexico",0,0,179,45,41,13,12,178,99,26,93,0,0,0,87,27,12,12,12,13,18,9,12,8,22,38,44,70,54,72,104,98,71,112,41,82,73,12,9,142,45,154,141,121,166,154,303,0.0298,1764,80,159,159,158,62,12,169
"G3500610","2009-2013",,,,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valencia County, New Mexico",76461,76461,51221,967,2927,565,12,18686,2083,1084,999,76461,31703,44758,49645,514,0,8,1,170,256,55,231,1159,416,1029,945,1520,1817,1441,12673,2438,3483,9779,3484,5220,2263,279,464,74278,7691,9837,3092,3660,6472,2178,41348,0.4366,19623,58948,32840,32743,28774,3969,97,26108,"Valencia County, New Mexico",0,0,1481,106,329,303,21,1484,414,318,272,0,0,0,134,151,28,15,3,160,130,47,143,291,170,247,181,285,367,275,842,369,347,657,394,444,349,105,196,411,1081,1474,530,721,1142,538,1572,0.0174,636,242,803,806,887,507,52,795
"G3600010","2009-2013",,,,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albany County, New York",305279,305279,237732,39097,488,15531,124,4475,7832,1192,6640,305279,289535,15744,203432,1365,7,52,9,45,140,245,148,735,318,1984,2062,2824,3488,2646,45615,7111,10485,23687,21466,41609,25927,6612,4852,289520,17569,19972,10164,10784,13016,5847,212168,0.4489,32328,253225,165324,165134,153118,12016,190,87901,"Albany County, New York",0,0,850,901,101,448,112,841,786,247,783,0,0,0,68,215,11,38,11,37,93,159,78,206,127,294,384,350,478,341,1538,525,699,973,1053,1205,1056,524,467,957,1342,1777,1107,1368,1408,780,2388,0.0083,556,301,1325,1333,1482,802,119,1378
"G3600030","2009-2013",,,,,"New York","36","Allegany County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allegany County, New York",48618,48618,46716,725,146,526,19,156,330,59,271,48618,47912,706,30571,280,0,4,0,0,8,2,26,66,124,574,539,699,792,469,10521,1852,1676,3423,3751,2862,2217,361,325,43519,2754,4415,2931,2723,3180,1479,26037,0.4227,20978,39780,23118,23091,20905,2186,27,16662,"Allegany County, New York",0,0,84,76,39,39,29,61,80,34,71,0,0,0,109,77,25,6,25,25,10,4,21,46,55,113,88,93,147,90,369,206,156,241,257,230,182,81,74,396,341,486,520,342,390,263,729,0.0142,686,108,399,397,421,213,21,424
"G3600050","2009-2013",,,,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bronx County, New York",1397315,1397315,308645,478157,7610,49913,869,501358,50763,28539,22224,1397315,643838,753477,866898,28683,128,305,1649,4278,8490,8273,10979,27103,11576,30112,28226,32258,39610,29422,197169,41302,31806,119269,59343,101520,41147,9367,4883,1360487,179930,225535,92744,91228,104104,42208,624738,0.4907,18171,1073679,639118,638562,541791,96771,556,434561,"Bronx County, New York",0,0,5826,3333,1000,893,302,6792,2710,1894,1809,0,0,0,208,1159,56,145,306,478,813,638,839,1422,880,1573,1147,1260,1228,1384,3324,1471,1315,2797,1974,2237,1322,682,485,1346,5363,5735,4554,4099,4081,3098,8169,0.0037,177,905,3358,3362,3944,2431,221,3404
"G3600070","2009-2013",,,,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broome County, New York",199298,199298,175393,9572,573,7320,28,1872,4540,447,4093,199298,192262,7036,132766,1338,7,0,38,54,63,59,227,488,392,1176,2014,2816,3155,1970,37294,6807,8905,15729,15596,19155,11695,1993,1795,189329,15959,16969,9204,9754,12554,4698,120191,0.4507,24835,164633,97931,97853,89152,8701,78,66702,"Broome County, New York",0,0,505,444,161,411,35,406,542,165,513,0,0,0,80,221,10,28,43,44,52,37,85,150,117,224,351,355,393,230,931,516,570,768,787,759,746,268,277,615,1253,1516,862,1073,1048,616,2147,0.0080,480,199,1331,1330,1339,660,53,1348
"G3600090","2009-2013",,,,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattaraugus County, New York",79735,79735,73987,1164,2295,619,27,285,1358,117,1241,79735,78295,1440,53601,486,2,8,10,65,11,12,3,103,268,1322,771,1338,1352,969,18675,3513,3177,6293,5996,4957,3508,507,255,77130,5407,8434,5005,4548,5603,2626,45507,0.4178,22049,63386,38532,38498,34977,3521,34,24854,"Cattaraugus County, New York",0,0,102,142,121,52,37,79,225,77,204,0,0,0,93,94,4,8,16,49,15,13,6,47,125,160,140,163,154,153,479,323,208,397,427,372,255,128,88,327,694,931,649,485,558,439,1124,0.0097,544,120,489,490,508,293,21,514
"G3600110","2009-2013",,,,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cayuga County, New York",79767,79767,73784,3564,245,431,2,450,1291,82,1209,79767,77810,1957,55715,601,0,12,0,4,53,18,45,129,147,730,972,1933,1994,1021,15696,3907,4078,6443,6989,6610,3398,676,259,75520,4140,5441,2685,3685,4952,2035,52582,0.4097,24702,65011,40376,40321,36993,3328,55,24635,"Cayuga County, New York",0,0,200,276,91,52,4,112,252,53,251,0,0,0,213,156,28,19,28,6,46,24,34,53,47,112,181,279,276,190,570,367,399,453,406,444,313,138,69,392,714,775,525,480,496,348,1146,0.0080,486,169,608,605,640,401,40,606
"G3600130","2009-2013",,,,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chautauqua County, New York",134156,134156,124843,3435,624,890,91,1916,2357,432,1925,134156,125635,8521,90209,1053,0,0,15,26,47,91,70,299,295,1786,1500,2532,2312,1315,26856,4695,6214,11191,11268,10268,6707,1019,650,127899,10386,14002,6055,7620,8987,3802,77047,0.4324,22168,109069,64283,64255,58610,5645,28,44786,"Chautauqua County, New York",0,0,446,269,136,55,81,416,252,159,234,0,0,0,125,226,28,28,21,21,39,65,55,116,92,222,236,301,283,185,807,396,401,637,579,564,470,196,123,614,1001,1108,786,882,766,602,1605,0.0094,436,162,804,802,856,545,32,785
"G3600150","2009-2013",,,,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chemung County, New York",88876,88876,79190,5488,343,1087,0,167,2601,190,2411,88876,86499,2377,60947,254,10,0,11,0,5,67,15,132,172,693,1000,1732,1685,1037,18162,3769,4204,7467,7404,7141,4578,810,599,83170,4949,8078,3430,3293,6524,1985,54911,0.4459,25329,71554,41970,41963,38919,3044,7,29584,"Chemung County, New York",0,0,253,376,149,152,28,90,525,156,518,0,0,0,124,79,13,28,13,28,8,69,23,67,56,146,206,314,292,175,770,424,386,483,558,528,389,184,182,930,732,902,539,603,1030,456,1508,0.0118,811,164,944,947,883,447,10,914
"G3600170","2009-2013",,,,,"New York","36","Chenango County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chenango County, New York",50121,50121,48365,313,89,223,6,259,866,69,797,50121,49158,963,35099,382,0,0,11,19,25,76,6,83,160,440,848,867,1019,734,11893,2112,2561,3941,3923,3357,2007,391,244,49348,3185,4471,2194,3026,4199,1659,30614,0.4139,22097,40507,23709,23698,21508,2190,11,16798,"Chenango County, New York",0,0,125,65,37,52,12,121,123,54,111,0,0,0,77,103,25,25,13,24,28,62,7,39,73,94,214,167,146,145,487,240,255,309,326,304,273,123,86,166,487,545,361,528,524,469,813,0.0106,584,116,471,467,526,277,12,467
"G3600190","2009-2013",,,,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, New York",81865,81865,75448,3357,259,914,75,700,1112,163,949,81865,79737,2128,55487,510,0,0,18,57,136,93,155,292,478,1406,1363,1729,1568,760,15684,4366,3130,6625,4873,6750,4126,720,648,73894,4615,6102,3721,3566,4046,2306,49538,0.4328,24676,68376,39124,39028,35878,3150,96,29252,"Clinton County, New York",0,0,143,182,90,97,98,118,248,68,237,0,0,0,188,123,28,28,21,45,128,46,68,95,140,253,229,277,242,174,718,379,322,478,467,506,379,135,135,445,602,797,574,690,647,501,1295,0.0129,695,163,793,796,804,383,69,820
"G3600210","2009-2013",,,,,"New York","36","Columbia County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, New York",62674,62674,56760,2658,97,985,38,350,1786,91,1695,62674,60159,2515,45370,500,0,26,0,12,10,28,83,129,159,533,735,1388,1399,816,11522,2179,2514,5387,5162,6622,4367,1084,715,60363,2854,3057,2826,2457,3681,1252,44236,0.4739,33613,52041,32618,32616,29725,2891,2,19423,"Columbia County, New York",0,0,184,259,65,150,60,157,362,62,362,0,0,0,134,156,28,35,28,15,16,27,66,73,86,148,165,264,216,142,562,275,301,481,400,472,384,188,170,257,454,517,607,494,553,294,1130,0.0219,1670,121,634,636,684,326,5,635
"G3600230","2009-2013",,,,,"New York","36","Cortland County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cortland County, New York",49271,49271,46385,911,95,496,33,496,855,73,782,49271,48096,1175,30386,226,0,0,4,11,16,0,59,58,90,327,400,543,720,544,9116,1670,1973,3783,3711,4165,2327,286,357,45654,4114,2577,2458,2705,3155,1096,29549,0.4256,23179,40349,24960,24938,23044,1894,22,15389,"Cortland County, New York",0,0,170,196,46,80,39,200,148,51,142,0,0,0,232,118,25,25,6,17,18,25,36,33,49,89,125,98,154,127,465,231,245,399,321,300,257,78,86,456,569,397,460,461,519,270,959,0.0117,699,111,681,683,692,277,24,703
"G3600250","2009-2013",,,,,"New York","36","Delaware County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, New York",47491,47491,45170,894,107,428,2,383,507,87,420,47491,45930,1561,33555,423,0,0,0,8,8,7,29,65,101,481,772,970,1020,577,10750,2023,2071,3921,3669,3845,2345,271,199,45445,2226,4222,1982,2480,3896,1207,29432,0.4185,23677,39628,22948,22945,20612,2333,3,16680,"Delaware County, New York",0,0,164,94,61,53,3,143,119,52,103,0,0,0,119,108,25,25,25,10,9,9,30,38,45,115,173,197,180,126,538,242,221,319,331,351,242,102,66,398,377,516,375,360,635,385,980,0.0157,801,124,569,569,557,311,5,601
"G3600270","2009-2013",,,,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dutchess County, New York",297385,297385,235801,29259,687,11257,3,12460,7918,1182,6736,297385,265364,32021,200358,1719,13,30,72,145,388,212,670,1242,853,1890,2500,3447,4785,2942,46613,8917,11739,26825,19390,36085,22822,3989,3070,280845,11799,13356,8935,8837,12362,4322,221234,0.4287,33594,242537,157387,157104,142315,14789,283,85150,"Dutchess County, New York",0,0,1247,851,204,285,6,1193,960,388,837,0,0,0,47,260,20,31,46,80,124,82,172,271,259,308,361,380,492,338,1514,599,587,1155,805,1217,985,382,331,1012,1357,1103,1163,963,1408,817,2532,0.0069,465,349,1369,1379,1341,865,146,1418
"G3600290","2009-2013",,,,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erie County, New York",919230,919230,731926,121112,4512,25545,192,16866,19077,2642,16435,919230,876169,43061,627301,5957,5,112,171,161,662,693,1356,1946,1683,7421,6718,12552,13574,11097,153904,25187,35526,82323,72377,106996,64803,13783,8294,893091,62967,67171,34354,37996,51576,20386,618641,0.4555,27978,748045,475945,475492,434684,40808,453,272100,"Erie County, New York",0,0,1351,1025,362,564,77,1243,1399,588,1257,0,0,0,36,570,10,103,94,80,172,180,295,325,287,549,555,745,774,696,1931,1211,1134,1887,1750,1993,1762,883,692,1528,2471,2683,1976,2164,2525,1402,4915,0.0035,262,530,2560,2558,2542,1558,142,2587
"G3600310","2009-2013",,,,,"New York","36","Essex County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, New York",39181,39181,34906,1412,174,507,52,613,1517,89,1428,39181,38144,1037,28929,215,0,0,20,13,55,22,31,163,137,458,606,684,733,493,8205,1733,1828,3751,3031,3802,2304,375,270,36622,1774,2568,1629,2087,2235,1022,25307,0.4308,26582,33031,19175,19173,17594,1579,2,13856,"Essex County, New York",0,0,505,295,84,211,59,163,350,72,337,0,0,0,78,64,25,25,19,18,49,25,30,103,48,144,160,157,164,131,452,249,236,320,356,341,233,100,89,438,303,463,466,467,403,331,868,0.0253,1365,105,609,609,562,274,4,613
"G3600330","2009-2013",,,,,"New York","36","Franklin County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, New York",51676,51676,43316,3087,3582,218,18,595,860,65,795,51676,50059,1617,36057,472,6,0,13,43,48,92,159,187,400,740,802,1052,1377,534,10075,3501,2186,4407,4028,3117,2422,186,210,45510,3503,5240,2282,2227,3307,1172,27779,0.4340,21575,42463,22221,22203,20025,2178,18,20242,"Franklin County, New York",0,0,108,96,144,78,18,114,173,48,172,0,0,0,211,189,12,28,22,36,34,48,64,65,135,167,196,174,224,122,484,304,256,370,302,278,285,67,71,380,472,665,419,491,601,319,862,0.0129,726,107,498,500,543,332,23,499
"G3600350","2009-2013",,,,,"New York","36","Fulton County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, New York",55165,55165,52620,866,109,395,0,374,801,35,766,55165,53813,1352,38817,398,8,29,5,45,24,58,48,33,115,764,906,1426,1138,675,12266,2995,2918,4685,4496,3266,2092,331,96,53581,4036,4613,3439,2780,3837,1463,33413,0.4256,23839,44838,27061,27049,24254,2795,12,17777,"Fulton County, New York",0,0,143,147,49,57,28,127,174,48,183,0,0,0,132,120,14,31,7,47,34,43,35,36,59,169,209,224,190,167,555,330,406,408,409,365,262,108,61,268,655,705,641,512,499,330,1070,0.0112,772,131,539,539,576,311,23,523
"G3600370","2009-2013",,,,,"New York","36","Genesee County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Genesee County, New York",59872,59872,55502,1817,513,363,11,549,1117,7,1110,59872,58204,1668,41424,347,0,4,1,3,25,4,34,149,129,515,486,965,889,453,13315,1960,2719,5307,5518,5240,2941,212,208,59037,3120,4348,2715,2416,3830,1484,41124,0.4162,25403,48719,31668,31602,29194,2408,66,17051,"Genesee County, New York",0,0,227,234,119,67,18,226,164,9,164,0,0,0,147,105,28,6,2,5,36,6,36,97,65,133,133,133,176,99,568,191,279,419,374,408,296,84,90,157,532,695,395,430,603,358,1019,0.0206,914,124,487,488,498,299,48,476
"G3600390","2009-2013",,,,,"New York","36","Greene County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, New York",48928,48928,44074,3007,39,320,0,367,1121,277,844,48928,46449,2479,35041,341,0,21,3,48,22,27,34,134,229,635,715,1175,901,465,11387,1746,2437,4078,3589,3936,2543,299,276,45484,2612,4269,1144,2081,3064,1254,31060,0.4402,25700,41027,22262,22225,19927,2298,37,18765,"Greene County, New York",0,0,236,185,34,197,25,173,283,150,233,0,0,0,221,129,25,32,4,52,27,33,35,72,99,167,152,242,202,121,583,303,290,428,334,351,350,81,94,312,574,646,292,474,574,388,1090,0.0182,1113,137,634,631,716,350,43,677
"G3600410","2009-2013",,,,,"New York","36","Hamilton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, New York",4813,4813,4670,30,0,6,0,15,92,3,89,4813,4761,52,3734,68,3,1,0,20,0,3,4,22,0,60,25,60,84,27,1195,102,153,494,511,488,339,41,34,4790,144,308,105,190,380,82,3581,0.4067,28265,4118,2163,2163,2022,141,0,1955,"Hamilton County, New York",0,0,12,20,12,6,12,13,20,5,19,0,0,0,67,31,6,2,12,19,12,4,6,24,12,34,16,24,34,18,112,36,35,82,80,79,71,20,17,25,59,82,44,59,108,35,140,0.0182,2000,31,110,110,118,47,12,110
"G3600430","2009-2013",,,,,"New York","36","Herkimer County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herkimer County, New York",64428,64428,62154,676,123,301,49,366,759,69,690,64428,63296,1132,44667,526,14,0,5,0,9,29,67,151,101,678,563,1170,1111,641,13172,2675,3169,5508,5905,5411,3115,423,224,63094,4170,5279,3668,2995,5069,2001,39912,0.4168,23418,52104,32005,31971,28970,3001,34,20099,"Herkimer County, New York",0,0,195,131,46,62,74,190,133,41,128,0,0,0,114,111,18,28,7,28,12,26,38,69,44,142,131,171,178,116,576,252,260,318,384,373,333,117,91,307,581,628,550,440,633,337,1037,0.0122,582,157,535,537,637,302,19,545
"G3600450","2009-2013",,,,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, New York",118073,118073,102848,5766,512,1648,330,2146,4823,732,4091,118073,110831,7242,73193,520,11,8,29,23,0,31,40,204,270,774,1257,2187,2349,980,20936,4612,5706,9990,8602,8728,4677,926,333,112528,7461,9911,6000,6597,9577,2829,70153,0.4166,23078,91058,59906,50557,44668,5889,9349,31152,"Jefferson County, New York",0,0,433,428,206,210,98,393,553,306,454,0,0,0,136,111,17,10,34,16,28,28,22,79,90,170,261,314,316,170,687,454,439,640,558,567,334,229,97,641,858,1126,877,824,1178,502,1662,0.0086,496,179,881,1004,1052,415,545,878
"G3600470","2009-2013",,,,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, New York",2539789,2539789,1124830,863111,9142,275845,1208,213736,51917,14564,37353,2539789,2039088,500701,1680599,46662,590,708,2164,4381,9166,7279,18529,39949,15239,37363,38527,42510,42862,55381,393765,64740,51719,190688,103838,315133,146327,37104,15975,2519472,259677,323701,154685,144482,169151,66186,1401590,0.5075,25289,2006662,1251425,1250241,1114135,136106,1184,755237,"Kings County, New York",0,0,4609,2604,1046,1098,371,4306,2397,1169,1850,0,0,0,157,1600,174,170,336,493,679,610,1066,1504,887,1510,1499,1422,1437,1671,5052,1554,1654,3045,2192,3600,2847,1307,872,1422,5442,6947,5054,4196,5043,3358,8797,0.0030,205,1027,4091,4081,4397,2420,257,4102
"G3600490","2009-2013",,,,,"New York","36","Lewis County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, New York",27108,27108,26395,255,77,103,0,100,178,30,148,27108,26717,391,18365,156,0,0,0,5,30,0,9,34,83,363,386,536,458,226,7737,827,1046,1851,2122,1424,849,110,113,26752,1478,2144,1106,1307,2200,767,17750,0.3999,22942,21414,13131,12975,11927,1048,156,8283,"Lewis County, New York",0,0,74,32,32,21,22,71,58,24,54,0,0,0,65,119,22,22,22,8,29,22,13,18,36,104,96,114,86,55,321,124,138,181,203,137,122,42,61,80,273,417,209,258,330,183,608,0.0142,741,72,248,249,263,180,60,255
"G3600510","2009-2013",,,,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, New York",65087,65087,60869,1604,105,785,26,487,1211,76,1135,65087,63166,1921,42503,433,0,11,0,0,36,32,29,45,94,624,596,1075,831,772,12350,2169,2725,4905,5413,5971,3283,558,551,59170,4234,3690,2405,2946,3543,1146,41206,0.3978,23978,53972,32617,32585,30569,2016,32,21355,"Livingston County, New York",0,0,188,151,64,83,21,182,170,44,167,0,0,0,155,125,28,16,28,28,25,30,30,31,47,224,166,201,142,163,584,268,292,371,373,435,319,166,151,477,585,597,468,516,454,311,1003,0.0096,556,167,620,619,645,266,38,632
"G3600530","2009-2013",,,,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, New York",72839,72839,69154,1528,435,545,3,200,974,53,921,72839,71463,1376,47360,546,0,0,9,20,0,0,25,143,88,549,563,1051,995,582,13951,2146,2889,5563,5962,7004,3981,586,707,67302,3254,4320,2547,3052,4451,1991,47687,0.4151,25230,59516,34939,34903,32866,2037,36,24577,"Madison County, New York",0,0,140,163,97,112,6,97,187,40,186,0,0,0,199,169,28,28,8,24,28,28,33,77,47,151,157,200,173,187,501,281,310,426,480,491,418,139,143,444,427,789,597,475,621,494,1247,0.0111,643,152,675,680,650,281,29,673
"G3600550","2009-2013",,,,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, New York",746548,746548,569984,113723,2228,25493,209,17882,17029,3114,13915,746548,690558,55990,496679,6090,55,50,138,308,595,586,1443,1708,1801,3941,5502,9946,11129,8342,104736,19434,28419,57986,56668,99253,59278,11219,8052,721084,52753,55716,27507,29815,39405,17572,498316,0.4605,28732,601590,386377,386102,353757,32345,275,215213,"Monroe County, New York",0,0,1662,1196,351,584,83,1769,1356,585,1145,0,0,0,80,1069,46,43,96,117,150,170,239,258,286,379,504,751,701,623,1919,880,972,1281,1584,2104,1469,626,633,1120,2363,2150,1655,1814,2266,1565,4012,0.0047,302,433,2076,2077,2120,1334,108,2148
"G3600570","2009-2013",,,,,"New York","36","Montgomery County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, New York",50019,50019,45026,909,105,318,19,2277,1365,284,1081,50019,44183,5836,34278,379,0,9,0,28,21,26,103,186,219,959,703,1264,1195,649,10686,1850,2052,4059,4391,3408,1661,315,115,49083,3946,5243,2258,2147,3842,1580,30067,0.4401,23417,39843,24326,24253,21714,2539,73,15517,"Montgomery County, New York",0,0,468,213,71,79,24,451,274,160,216,0,0,0,48,103,25,13,25,29,23,22,60,76,95,233,153,193,193,118,442,214,233,380,361,321,226,97,48,166,665,668,391,491,594,454,1059,0.0150,728,117,551,551,582,351,50,551
"G3600590","2009-2013",,,,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nassau County, New York",1343765,1343765,963399,149883,2888,107176,146,84590,35683,13665,22018,1343765,1142508,201257,920469,10595,73,70,792,1578,2764,2239,4509,9462,5001,7586,8453,9530,10620,16475,207399,19855,39523,109068,72477,211129,118796,40693,11782,1322934,34094,44976,28644,29804,46153,21522,1117741,0.4482,42400,1076163,703983,703554,651746,51808,429,372180,"Nassau County, New York",0,0,3703,1156,569,957,90,3644,2307,1470,1809,0,0,0,54,666,39,86,239,322,434,429,544,828,538,608,596,654,737,856,3129,812,1295,2354,1715,3030,2166,1112,680,1036,2295,2923,2238,2401,2937,2022,5176,0.0034,422,803,2664,2708,2918,1486,160,2659
"G3600610","2009-2013",,,,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New York County, New York",1605272,1605272,915330,245951,5184,182021,1048,192978,62760,14521,48239,1605272,1194540,410732,1198681,23805,163,349,936,3062,5370,4855,7986,17049,8588,20132,15931,18577,21263,20284,129146,23641,27221,101452,43238,371182,206486,87017,40948,1559115,127390,148758,67236,64110,79354,28019,1044248,0.5985,62498,1393683,938200,937740,855506,82234,460,455483,"New York County, New York",0,0,4656,2589,822,1409,339,5450,2826,1238,2462,0,0,0,166,1277,93,151,278,496,559,652,701,1354,824,1173,1080,1101,1331,1155,3163,1324,1450,2834,1803,5102,3031,2661,1797,2567,4781,4918,3774,3753,3781,2679,7323,0.0038,831,673,4147,4150,4081,2670,229,4139
"G3600630","2009-2013",,,,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Niagara County, New York",215465,215465,191056,15510,2019,2290,371,636,3583,494,3089,215465,210494,4971,149792,1039,5,21,0,67,95,59,192,565,374,1627,1866,3169,3434,2604,45996,7777,10680,18912,18010,19582,11614,1202,902,211232,11232,17694,8978,9565,13490,4408,145865,0.4368,25991,175636,108417,108173,98804,9369,244,67219,"Niagara County, New York",0,0,336,419,237,182,319,245,526,184,438,0,0,0,98,185,9,22,28,67,53,42,97,163,122,279,314,327,390,354,1098,547,657,825,807,862,654,211,171,447,876,1329,1024,1025,1217,604,2060,0.0077,425,260,1013,1039,1097,612,95,1069
"G3600650","2009-2013",,,,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oneida County, New York",234206,234206,203079,13529,515,7340,38,3521,6184,985,5199,234206,222922,11284,160002,2946,23,28,58,194,225,379,359,497,650,2945,2132,3964,4399,2579,43716,8564,11241,20784,18502,21423,11098,1875,1421,221268,15405,19776,11086,9596,15746,5306,144353,0.4416,25103,189663,112824,112427,103620,8807,397,76839,"Oneida County, New York",0,0,489,571,103,182,50,509,593,202,591,0,0,0,38,334,28,21,51,98,89,113,181,156,148,361,291,418,456,300,1035,592,519,831,799,791,651,261,224,772,1218,1323,1218,959,1531,739,2325,0.0086,535,267,1241,1242,1342,578,127,1277
